지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
133,대전,2023-03-07 17:00,17.9,,3.5,250,28,5.8,-0.8,1010.8,1018.8,1,1.02,,,0,0,,,1866,,,18.6,15.4,11,9.8,8.9
133,대전,2023-03-07 18:00,16.4,,2.1,230,31,5.8,-0.7,1011.1,1019.1,0.5,0.39,,,0,0,,,1969,,,13.9,14.1,11.1,10.1,9.2
133,대전,2023-03-07 19:00,15.2,,2.2,230,32,5.5,-1.4,1011.2,1019.3,0,0.03,,,0,0,,,2356,,,11.2,12.7,10.9,10.2,9.5
133,대전,2023-03-07 20:00,14,,2.5,200,38,6.1,-0.1,1011.7,1019.8,,,,,0,0,,,2506,,,9.7,11.7,10.6,10.2,9.6
133,대전,2023-03-07 21:00,13.3,,2.2,230,37,5.6,-1.1,1012,1020.1,,,,,0,0,,,2376,,,8.7,10.9,10.3,10.1,9.7
133,대전,2023-03-07 22:00,13,,2.4,200,37,5.6,-1.3,1012.4,1020.6,,,,,0,0,,,2360,,,8,10.2,9.9,9.9,9.7
133,대전,2023-03-07 23:00,13.1,,3.1,200,36,5.4,-1.6,1012.6,1020.7,,,,,0,0,,,2540,,,7.4,9.6,9.7,9.8,9.7
133,대전,2023-03-08 0:00,12.3,,2.4,200,36,5.2,-2.3,1012.6,1020.8,,,,,0,0,,,2567,,,6.6,9,9.4,9.6,9.6
133,대전,2023-03-08 1:00,12,,1.9,230,35,4.9,-3,1012.7,1020.9,,,,,0,0,,,2562,,,6,8.5,9.1,9.4,9.5
133,대전,2023-03-08 2:00,12.2,,2.6,230,34,4.8,-3.2,1012.7,1020.9,,,,,0,0,,,2725,,,6,8,8.8,9.1,9.4
133,대전,2023-03-08 3:00,10.2,,1.6,230,40,5,-2.8,1012.2,1020.5,,,,,0,0,,,2590,,,4.7,7.5,8.5,8.9,9.2
133,대전,2023-03-08 4:00,8.6,,1.9,140,47,5.3,-2,1011.7,1020,,,,,0,0,,,2125,,,4.4,7,8.3,8.7,9.1
133,대전,2023-03-08 5:00,8.4,,0,0,45,5,-2.8,1012,1020.3,,,,,0,0,,,2397,,,3.5,6.5,7.9,8.5,8.9
133,대전,2023-03-08 6:00,7.8,,0,0,46,4.9,-3.1,1012.3,1020.6,,,,,0,0,,,2507,,,3.1,6.1,7.7,8.3,8.7
133,대전,2023-03-08 7:00,8.4,,0.3,0,43,4.8,-3.4,1012.5,1020.8,0,0,,,0,0,,,2685,,,2.8,5.8,7.4,8.1,8.6
133,대전,2023-03-08 8:00,9.4,,0.9,140,45,5.3,-1.9,1012.9,1021.2,0.3,0.21,,,0,0,,,2147,,,5,6.1,7.3,7.9,8.5
133,대전,2023-03-08 9:00,14.3,,3.7,200,27,4.4,-4.4,1013.1,1021.2,1,0.76,,,0,0,,,2726,,,10,7.6,7.3,7.8,8.5
133,대전,2023-03-08 10:00,16.3,,4.1,200,23,4.2,-4.9,1012.7,1020.8,1,1.37,,,0,0,,,2595,,,15.6,9.3,7.6,7.9,8.4
133,대전,2023-03-08 11:00,17.7,,6.1,200,21,4.2,-4.9,1012.1,1020.1,1,1.93,,,1,0,Ci,,2917,,,21.1,11,8,8,8.3
133,대전,2023-03-08 12:00,19.3,,2.2,230,21,4.7,-3.6,1011.9,1019.8,1,2.51,,,1,0,Ci,,3366,,,26.7,13,8.6,8.3,8.4
133,대전,2023-03-08 13:00,20.6,,1.8,250,18,4.4,-4.5,1011.2,1019.1,1,2.71,,,0,0,,,3054,,,30.4,15.1,9.3,8.7,8.6
133,대전,2023-03-08 14:00,20.6,,2.8,250,16,3.9,-6.1,1010.6,1018.5,1,2.64,,,0,0,,,2359,,,31.5,16.7,10.2,9.3,8.8
133,대전,2023-03-08 15:00,20.5,,3.5,230,19,4.6,-3.9,1009.8,1017.7,1,2.36,,,0,0,,,3720,,,29.5,17.6,11.2,9.9,9.2
133,대전,2023-03-08 16:00,20.7,,1.5,270,20,4.9,-3,1009.6,1017.5,1,1.84,,,0,0,,,3573,,,27.2,17.8,11.9,10.5,9.6
133,대전,2023-03-08 17:00,20,,1.7,250,23,5.4,-1.7,1009.4,1017.3,1,1.16,,,0,0,,,2944,,,21.7,17.4,12.3,11,10
133,대전,2023-03-08 18:00,17.8,,2.6,320,29,5.9,-0.4,1010,1018,0.6,0.4,,,3,1,ScAc,12,2949,,,15,15.7,12.4,11.3,10.3
133,대전,2023-03-08 19:00,16.1,,0.8,340,33,6,-0.2,1010.1,1018.1,0,0.02,,,6,4,,35,2883,,,11.4,14.1,12.2,11.4,10.5
133,대전,2023-03-08 20:00,14.7,,0,0,38,6.3,0.5,1010.3,1018.4,,,,,5,2,,33,2982,,,9.6,12.8,11.8,11.4,10.7
133,대전,2023-03-08 21:00,14.2,,0,0,44,7.1,2.1,1010.2,1018.3,,,,,1,1,Ac,31,3569,,,9.2,12,11.4,11.2,10.8
133,대전,2023-03-08 22:00,12.8,,0,0,46,6.8,1.4,1009.9,1018,,,,,2,1,,17,2526,,,8.6,11.2,11.1,11.1,10.7
133,대전,2023-03-08 23:00,12.1,,0,0,50,7,1.9,1009.4,1017.6,,,,,6,4,,18,2948,,,8.1,10.8,10.8,10.9,10.7
133,대전,2023-03-09 0:00,11.8,,1.4,180,53,7.3,2.5,1008.7,1016.9,,,,,0,0,,,3260,,,7,10,10.4,10.6,10.6
133,대전,2023-03-09 1:00,12,,0,0,54,7.5,2.9,1008.2,1016.4,,,,,0,0,,,3638,,,6.6,9.5,10.2,10.4,10.5
133,대전,2023-03-09 2:00,11.8,,1.8,160,56,7.7,3.2,1007.6,1015.8,,,,,0,0,,,3955,,,6.1,9.1,9.9,10.2,10.3
133,대전,2023-03-09 3:00,11.3,,1.1,230,62,8.2,4.2,1006.8,1015,,,,,3,3,Ac,31,3702,,,6.5,8.8,9.6,10,10.2
133,대전,2023-03-09 4:00,10.5,,0,0,66,8.4,4.4,1006.4,1014.6,,,,,0,0,,,3874,,,5.9,8.5,9.4,9.8,10
133,대전,2023-03-09 5:00,10.1,,1.4,90,68,8.4,4.4,1006.3,1014.5,,,,,1,1,Sc,12,3728,,,5.8,8.3,9.1,9.6,9.9
133,대전,2023-03-09 6:00,10.5,,0,0,72,9.1,5.6,1006.7,1014.9,,,,,3,3,Sc,17,4101,,,6.3,8.2,9,9.4,9.7
133,대전,2023-03-09 7:00,10.8,,3.2,230,71,9.2,5.7,1006.5,1014.7,0,0,,,2,2,Sc,14,3529,,,6.4,7.9,8.8,9.2,9.6
133,대전,2023-03-09 8:00,12.7,,2.3,230,68,9.9,6.9,1006.8,1014.9,0,0.14,,,8,8,Sc,10,3459,,,9.7,8.5,8.7,9.2,9.5
133,대전,2023-03-09 9:00,13.8,,2.5,200,67,10.5,7.7,1007.3,1015.4,0,0.39,,,4,4,Sc,10,3532,,,12,9.4,8.8,9.1,9.5
133,대전,2023-03-09 10:00,15.1,,3.6,200,63,10.7,8,1007.1,1015.2,1,1.31,,,6,6,Sc,10,3069,,,17.7,11,9.1,9.2,9.5
133,대전,2023-03-09 11:00,16.8,,2.7,270,59,11.2,8.7,1007.3,1015.3,1,2.04,,,7,7,Sc,7,2272,,,24,13.1,9.6,9.3,9.5
133,대전,2023-03-09 12:00,17.6,,2.5,230,55,11,8.4,1007,1015,1,2.43,,,4,4,Sc,10,1354,,,26.7,14.9,10.2,9.6,9.5
133,대전,2023-03-09 13:00,18.7,,2.2,230,50,10.7,8,1006.7,1014.6,1,2.64,,,2,2,Sc,10,1065,,,30,16.6,10.9,10,9.7
133,대전,2023-03-09 14:00,19.1,,3.2,230,44,9.7,6.5,1005.8,1013.7,1,2.6,,,0,0,,,1162,,,30.9,18,11.8,10.6,10
133,대전,2023-03-09 15:00,19.2,,4.7,200,45,9.9,6.9,1005.4,1013.3,1,2.26,,,0,0,,,1160,,,29.3,18.8,12.6,11.2,10.3
133,대전,2023-03-09 16:00,19.6,,2.5,200,39,8.8,5.2,1005.7,1013.5,1,1.73,,,0,0,,,1397,,,26.4,18.9,13.3,11.8,10.7
133,대전,2023-03-09 17:00,19.1,,1.4,270,41,9,5.5,1006,1013.9,1,1.08,,,0,0,,,1569,,,21.7,18.3,13.6,12.3,11.1
133,대전,2023-03-09 18:00,16.5,,1.8,200,46,8.6,4.8,1006.4,1014.4,0.6,0.42,,,0,0,,,1129,,,15.8,16.7,13.7,12.5,11.4
133,대전,2023-03-09 19:00,14.9,,1.5,230,48,8.1,3.9,1007.6,1015.7,0,0.04,,,0,0,,,1197,,,12.4,15.1,13.5,12.6,11.6
133,대전,2023-03-09 20:00,13.4,,1.9,320,36,5.6,-1.3,1008.6,1016.7,,,,,0,0,,,1941,,,10,13.8,13,12.5,11.7
133,대전,2023-03-09 21:00,12.6,,0,0,45,6.5,0.9,1009.2,1017.3,,,,,0,0,,,1340,,,8.4,12.5,12.6,12.3,11.8
133,대전,2023-03-09 22:00,11.4,,2,250,62,8.3,4.3,1009.6,1017.8,,,,,0,0,,,810,,40,8.5,11.7,12.1,12.1,11.7
133,대전,2023-03-09 23:00,10.1,,0,0,65,8,3.8,1010.2,1018.4,,,,,0,0,,,804,,40,7.1,10.9,11.7,11.8,11.6
133,대전,2023-03-10 0:00,9.4,,0,0,66,7.7,3.3,1010.3,1018.5,,,,,0,0,,,954,,40,6.6,10.2,11.3,11.6,11.5
133,대전,2023-03-10 1:00,8.5,,0,0,67,7.4,2.7,1010.3,1018.6,,,,,0,0,,,842,,40,5.9,9.6,10.9,11.2,11.3
133,대전,2023-03-10 2:00,7.7,,0,0,75,7.8,3.5,1010.7,1019,,,,,0,0,,,692,,40,5,9,10.5,11,11.1
133,대전,2023-03-10 3:00,6.6,,0,0,79,7.7,3.2,1010.5,1018.9,,,,,0,0,,,566,,40,4.3,8.4,10.2,10.7,10.9
133,대전,2023-03-10 4:00,5.9,,0,0,77,7.1,2.1,1010.4,1018.8,,,,,0,0,,,665,,40,3.9,7.9,9.8,10.4,10.7
133,대전,2023-03-10 5:00,5.3,,0,0,78,6.9,1.7,1010.6,1019,,,,,0,0,,,639,,40,3.4,7.3,9.4,10.1,10.6
133,대전,2023-03-10 6:00,4.8,,0,0,82,7,1.9,1011.2,1019.6,,,,,0,0,,,546,,4019,3,7,9.1,9.9,10.3
133,대전,2023-03-10 7:00,4.2,,0,0,85,7,1.8,1011.7,1020.1,0,0,,,0,0,,,456,,19,2.7,6.5,8.8,9.6,10.1
133,대전,2023-03-10 8:00,5.6,,0,0,82,7.4,2.7,1012.2,1020.6,0.3,0.23,,,0,0,,,497,,19,4.7,6.8,8.6,9.4,10
133,대전,2023-03-10 9:00,8.9,,0,0,69,7.8,3.5,1012.5,1020.8,1,0.84,,,0,0,,,609,,19,9.7,8.1,8.6,9.3,9.9
133,대전,2023-03-10 10:00,12.1,,0,0,50,7,1.9,1012.4,1020.6,1,1.52,,,0,0,,,890,,4019,15.7,10,8.9,9.3,9.8
133,대전,2023-03-10 11:00,15.4,,0,0,37,6.4,0.7,1012.2,1020.3,1,2.06,,,0,0,,,1239,,40,22.3,12,9.4,9.4,9.7
133,대전,2023-03-10 12:00,19.7,,0.6,160,24,5.5,-1.4,1011.8,1019.7,1,2.46,,,0,0,,,2305,,,28.7,14.5,9.9,9.7,9.8
133,대전,2023-03-10 13:00,22.5,,1.9,250,11,3,-9.4,1011,1018.8,1,2.65,,,0,0,,,4459,,,32,16.7,10.6,10.1,9.9
133,대전,2023-03-10 14:00,23.7,,2.5,230,11,3.2,-8.5,1010.1,1017.9,1,2.61,,,0,0,,,3594,,,33.2,18.3,11.6,10.7,10.2
133,대전,2023-03-10 15:00,23.8,,3.2,200,16,4.7,-3.5,1009.6,1017.4,1,2.22,,,0,0,,,2207,,,31.7,19.3,12.5,11.4,10.6
133,대전,2023-03-10 16:00,23.4,,1.6,230,21,6.1,-0.1,1009.5,1017.3,1,1.64,,,0,0,,,1226,,,27.9,19.4,13.4,12,11
133,대전,2023-03-10 17:00,22.7,,1.5,230,24,6.6,1,1009.4,1017.2,1,1.01,,,0,0,,,1163,,,23.1,18.9,13.8,12.4,11.4
133,대전,2023-03-10 18:00,21.4,,1.3,250,27,6.9,1.6,1009.5,1017.4,0.5,0.4,,,0,0,,,1148,,,17.7,17.5,13.9,12.7,11.7
133,대전,2023-03-10 19:00,19.2,,2.4,230,24,5.4,-1.8,1010.2,1018.1,0,0.04,,,1,0,,,1684,,,14.5,16,13.8,12.9,11.9
133,대전,2023-03-10 20:00,17.4,,1.4,230,35,6.9,1.7,1010.9,1018.9,,,,,0,0,,,1048,,,12.6,14.8,13.4,12.9,12.1
133,대전,2023-03-10 21:00,15.9,,2.6,200,41,7.4,2.6,1011.5,1019.6,,,,,0,0,,,900,,40,11,13.7,13,12.8,12.1
133,대전,2023-03-10 22:00,15.3,,1.3,180,43,7.4,2.7,1012.1,1020.2,,,,,0,0,,,869,,40,9.9,12.9,12.7,12.5,12.1
133,대전,2023-03-10 23:00,14.4,,0,0,45,7.4,2.6,1012.5,1020.6,,,,,0,0,,,871,,40,8.8,12.1,12.3,12.3,12.1
133,대전,2023-03-11 0:00,13.2,,1.8,140,49,7.4,2.7,1012.5,1020.6,,,,,0,0,,,888,,40,8.1,11.4,11.9,12.1,12
133,대전,2023-03-11 1:00,12,,0,0,52,7.3,2.4,1012.8,1021,,,,,1,0,,,929,,40,7.5,10.8,11.6,11.8,11.8
133,대전,2023-03-11 2:00,11.6,,0,0,52,7.1,2,1013,1021.2,,,,,0,0,,,1072,,40,7,10.3,11.2,11.6,11.7
133,대전,2023-03-11 3:00,10.6,,0,0,57,7.3,2.4,1013.2,1021.5,,,,,0,0,,,1014,,,6.7,9.9,10.9,11.4,11.5
133,대전,2023-03-11 4:00,9.6,,0,0,61,7.3,2.4,1013.1,1021.4,,,,,0,0,,,954,,40,6,9.3,10.6,11.1,11.3
133,대전,2023-03-11 5:00,8.9,,0.6,320,66,7.5,2.8,1013.8,1022.1,,,,,0,0,,,789,,40,5.8,9,10.3,10.8,11.2
133,대전,2023-03-11 6:00,8,,0,0,69,7.4,2.6,1014.4,1022.7,,,,,0,0,,,738,,40,5.1,8.5,10.1,10.6,11
133,대전,2023-03-11 7:00,7.8,,0.8,320,70,7.4,2.6,1014.5,1022.8,0,0,,,0,0,,,718,,40,5,8.1,9.8,10.4,10.8
133,대전,2023-03-11 8:00,8.7,,0.3,0,67,7.5,2.9,1014.9,1023.2,0.4,0.24,,,0,0,,,727,,40,6.7,8.4,9.6,10.2,10.7
133,대전,2023-03-11 9:00,12.5,,0,0,55,7.9,3.6,1015.2,1023.4,1,0.85,,,3,0,Ci,,805,,40,11.7,9.8,9.7,10.2,10.7
133,대전,2023-03-11 10:00,15.7,,1.5,140,43,7.6,3.1,1015.2,1023.3,1,1.41,,,3,0,Ci,,992,,40,18.2,11.5,9.9,10.2,10.6
133,대전,2023-03-11 11:00,20.7,,2.2,140,23,5.6,-1.2,1014.8,1022.7,1,2.17,,,4,0,Ci,,1547,,40,26.3,13.8,10.4,10.2,10.5
133,대전,2023-03-11 12:00,22.6,,3.6,200,14,3.8,-6.2,1014.4,1022.3,1,2.55,,,4,0,Ci,,2758,,,30.3,16.1,11,10.6,10.6
133,대전,2023-03-11 13:00,23.2,,3.7,200,13,3.7,-6.7,1013.7,1021.5,1,2.44,,,6,0,Ci,,2328,,,31.2,17.8,11.8,11,10.7
133,대전,2023-03-11 14:00,24.6,,2.5,270,11,3.4,-7.8,1012.9,1020.7,1,2.52,,,6,0,Ci,,2858,,,33.4,19.1,12.7,11.6,11
133,대전,2023-03-11 15:00,24.4,,3.3,200,12,3.7,-6.8,1012.5,1020.3,1,2.22,,,6,0,Ci,,2618,,,32.6,20.1,13.5,12.2,11.4
133,대전,2023-03-11 16:00,24,,1.2,180,12,3.6,-7.1,1012.6,1020.4,1,1.73,,,6,0,Ci,,2930,,,28.1,20.3,14.3,12.8,11.8
133,대전,2023-03-11 17:00,22.6,,1.9,290,12,3.3,-8.2,1012.4,1020.2,0.4,0.81,,,8,0,Ci,,3622,,,22.1,19.3,14.6,13.2,12.1
133,대전,2023-03-11 18:00,21.3,,1.9,270,13,3.3,-8.2,1012.3,1020.2,0,0.29,,,8,0,Ci,,3689,,,17.8,17.9,14.6,13.5,12.4
133,대전,2023-03-11 19:00,19.7,,1,250,14,3.2,-8.5,1012.7,1020.6,0,0.03,,,8,4,,63,3483,,,14.2,16.4,14.4,13.6,12.6
133,대전,2023-03-11 20:00,18.3,,1.1,200,16,3.4,-7.9,1013.2,1021.2,,,,,10,2,,70,3344,,,12.7,15.2,14.1,13.5,12.8
133,대전,2023-03-11 21:00,17.6,,1.6,180,18,3.6,-7,1013.4,1021.4,,,,,8,0,Ci,,3031,,,11.5,14.3,13.7,13.4,12.8
133,대전,2023-03-11 22:00,16,,0,0,23,4.2,-5.1,1013.6,1021.7,,,,,9,7,,56,2997,,,11,13.6,13.3,13.2,12.8
133,대전,2023-03-11 23:00,14.8,,1.8,340,27,4.5,-4,1013.7,1021.8,,,,,10,9,,53,3323,,,10.8,13,12.9,13,12.7
133,대전,2023-03-12 0:00,14.4,,0,0,26,4.3,-4.8,1013.8,1021.9,,,,,9,3,AcCi,44,2952,,,10.4,12.5,12.6,12.8,12.6
133,대전,2023-03-12 1:00,13.9,,0,0,30,4.8,-3.4,1013.7,1021.8,,,,,7,7,,46,2602,,,9.6,12.1,12.4,12.5,12.5
133,대전,2023-03-12 2:00,13.2,,1.3,250,37,5.6,-1.1,1013.5,1021.7,,,,,9,2,,63,2294,,,9.4,11.6,12.1,12.3,12.3
133,대전,2023-03-12 3:00,12.2,,1.9,230,41,5.8,-0.6,1012.9,1021.1,,,,,6,0,Ci,,2185,,,8.4,11.1,11.8,12.1,12.2
133,대전,2023-03-12 4:00,12,,1.8,230,48,6.7,1.3,1012.2,1020.4,,,,,8,0,Ci,,1876,,,8.8,10.8,11.6,11.9,12.1
133,대전,2023-03-12 5:00,12.4,,0,0,48,6.9,1.6,1011.7,1019.9,,,,,9,7,ScCi,7,1832,,,9.7,10.8,11.4,11.7,11.9
133,대전,2023-03-12 6:00,12,,0,0,49,6.8,1.5,1011.2,1019.4,,,,,7,7,Sc,7,1918,,,9.3,10.7,11.2,11.6,11.8
133,대전,2023-03-12 7:00,12.2,,0,0,49,6.9,1.7,1010.4,1018.6,0,0,,,7,7,Sc,7,1972,,,10,10.6,11.1,11.4,11.7
133,대전,2023-03-12 8:00,9.9,,1.8,320,79,9.6,6.4,1010,1018.3,0,0.08,,,10,7,ScAs,7,458,,1901,10,10.8,11,11.3,11.5
133,대전,2023-03-12 9:00,9.4,3.2,1.8,340,91,10.6,7.9,1009.5,1017.7,0,0.1,,,10,7,ScAs,7,359,,1901,10.4,10.6,10.9,11.2,11.4
133,대전,2023-03-12 10:00,9.7,,0.7,360,93,11.2,8.6,1010.1,1018.3,0,0.07,,,10,9,StNs,3,152,,1901,10.3,10.7,10.9,11.1,11.3
133,대전,2023-03-12 11:00,9.3,,2.6,320,90,10.5,7.7,1010.7,1018.9,0,0.13,,,10,9,StNs,4,240,,1901,10.2,10.7,10.9,11.1,11.3
133,대전,2023-03-12 12:00,8.1,5.9,3.2,320,88,9.5,6.2,1011.3,1019.6,0,0.15,,,10,7,StNs,4,1375,,1901,9.5,10.5,10.8,11,11.2
133,대전,2023-03-12 13:00,6.8,,4,320,90,8.8,5.2,1012.6,1021,0,0.12,,,10,9,StNs,3,567,,1901,8.9,10.2,10.7,10.9,11.1
133,대전,2023-03-12 14:00,6,,1.6,290,86,8,3.8,1011.8,1020.2,0,0.16,,,10,5,StNs,4,1576,,1901,8.6,10,10.6,10.8,11.1
133,대전,2023-03-12 15:00,6,3.3,1.8,320,85,7.9,3.6,1011.7,1020.1,0,0.26,,,10,7,ScAs,8,5000,,1,8.9,9.8,10.5,10.8,11
133,대전,2023-03-12 16:00,5.8,,3.5,320,81,7.4,2.7,1011.6,1020,0,0.17,,,10,9,ScAs,6,3177,,1,8.2,9.6,10.3,10.7,10.9
133,대전,2023-03-12 17:00,5.4,,3.1,320,71,6.3,0.5,1011.6,1020,0,0.41,,,10,2,ScAs,9,2520,,,8,9.4,10.3,10.6,10.8
133,대전,2023-03-12 18:00,5,0,3.2,290,57,5,-2.8,1012.1,1020.5,0.2,0.37,,,6,1,ScCi,12,2629,,,6.6,9.1,10.1,10.5,10.8
133,대전,2023-03-12 19:00,3.5,,5,320,42,3.3,-8.2,1013.1,1021.6,0.1,0.1,,,1,0,,,3768,,,3.2,8.2,9.9,10.4,10.7
133,대전,2023-03-12 20:00,2.3,,3.6,320,47,3.4,-7.8,1014.4,1022.9,,,,,0,0,,,4262,,,1.9,7.2,9.5,10.2,10.5
133,대전,2023-03-12 21:00,1.5,,4.7,290,46,3.1,-8.8,1015.4,1024,,,,,4,4,Sc,10,4776,,,1.4,6.5,9.1,9.9,10.4
133,대전,2023-03-12 22:00,1.3,,2.8,320,47,3.2,-8.7,1016,1024.6,,,,,0,0,,,4667,,,1.7,5.9,8.7,9.6,10.2
133,대전,2023-03-12 23:00,0.8,,2.6,320,43,2.8,-10.3,1016.3,1024.9,,,,,6,6,,17,4935,,,0.8,5.5,8.3,9.3,10
133,대전,2023-03-13 0:00,0.4,,3.7,320,40,2.5,-11.6,1016.2,1024.8,,,,,4,4,,,4913,,,0.7,4.9,8,9.1,9.8
133,대전,2023-03-13 1:00,0.1,,5,320,39,2.4,-12.2,1016.6,1025.2,,,,,4,0,,,4900,,,0.3,4.3,7.6,8.7,9.5
133,대전,2023-03-13 2:00,-0.4,,3.7,320,35,2.1,-14,1016.9,1025.5,,,,,0,0,,,5000,,,-0.1,3.8,7.2,8.4,9.3
133,대전,2023-03-13 3:00,-0.8,,2.7,320,32,1.8,-15.4,1017.1,1025.7,,,,,0,0,,,5000,,,-0.7,3.4,6.9,8.1,9
133,대전,2023-03-13 4:00,-1.5,,2.3,320,36,2,-14.6,1017.1,1025.8,,,,,0,0,,,5000,,,-1.2,2.9,6.5,7.8,8.8
133,대전,2023-03-13 5:00,-1.3,,2.8,320,35,1.9,-14.8,1017,1025.7,,,,,0,0,,,5000,,,-1.5,2.6,6.2,7.5,8.6
133,대전,2023-03-13 6:00,-1.4,,1.7,320,34,1.9,-15.2,1017.7,1026.4,,,,,0,0,,,5000,,,-1.7,2.3,5.9,7.3,8.4
133,대전,2023-03-13 7:00,-2.3,,2.1,320,39,2,-14.4,1017.6,1026.3,0,0,,,0,0,,,5000,,,-2,2,5.6,7,8.1
133,대전,2023-03-13 8:00,0.1,,2.3,320,31,1.9,-15,1017.8,1026.4,0.9,0.38,,,0,0,,,5000,,,-1.1,2.4,5.5,6.9,8.1
133,대전,2023-03-13 9:00,1.7,,2.5,320,28,1.9,-14.9,1017.6,1026.2,1,1.15,,,0,0,,,5000,,,-0.2,3.1,5.4,6.8,7.9
133,대전,2023-03-13 10:00,3.1,,2.8,320,27,2.1,-14.1,1017.3,1025.8,1,1.88,,,0,0,,,5000,,,6.5,4.5,5.6,6.7,7.8
133,대전,2023-03-13 11:00,5.7,,1,90,22,2,-14.4,1016.4,1024.8,1,2.48,,,0,0,,,5000,,,13.7,6.4,5.9,6.7,7.7
133,대전,2023-03-13 12:00,6.3,,2.3,290,19,1.8,-15.6,1015.5,1023.9,1,2.86,,,0,0,,,5000,,,16.8,8.5,6.3,6.9,7.6
133,대전,2023-03-13 13:00,7.2,,3.9,320,21,2.1,-13.7,1014.7,1023.1,1,3.02,,,0,0,,,5000,,,18.4,10.3,7,7.4,7.8
133,대전,2023-03-13 14:00,8.8,,1.9,340,19,2.1,-13.6,1013.7,1022,1,2.93,,,0,0,,,5000,,,20.1,12.1,7.9,7.9,8
133,대전,2023-03-13 15:00,8.7,,3.7,200,23,2.6,-11.3,1012.7,1021,1,2.57,,,0,0,,,5000,,,18.6,13.3,8.9,8.6,8.4
133,대전,2023-03-13 16:00,8.7,,3.2,200,26,2.9,-9.7,1012.5,1020.8,1,2.04,,,3,0,Ci,,5000,,,15.9,13.4,9.6,9.1,8.7
133,대전,2023-03-13 17:00,7.7,,4,230,28,2.9,-9.7,1012.7,1021,1,1.33,,,2,0,Ci,,5000,,,11.8,12.7,10,9.6,9.1
133,대전,2023-03-13 18:00,6.4,,3.1,200,28,2.7,-10.8,1012.3,1020.7,1,0.6,,,5,0,Ci,,5000,,,7.2,11.2,10,9.8,9.4
133,대전,2023-03-13 19:00,5.4,,2.4,230,29,2.6,-11.2,1012.4,1020.8,0,0.05,,,6,1,,48,4862,,,4.9,9.7,9.8,9.9,9.6
133,대전,2023-03-13 20:00,4.6,,1.7,230,35,3,-9.5,1012.7,1021.1,,,,,6,2,,44,4909,,,3.7,8.5,9.4,9.7,9.7
133,대전,2023-03-13 21:00,4,,2.2,230,41,3.3,-8,1013,1021.4,,,,,6,0,Ci,,4789,,,2.6,7.7,9,9.6,9.7
133,대전,2023-03-13 22:00,3.2,,1.5,230,47,3.6,-7,1013.1,1021.6,,,,,4,0,,,4916,,,1.9,6.8,8.6,9.3,9.6
133,대전,2023-03-13 23:00,3.2,,1.4,230,46,3.5,-7.3,1012.8,1021.3,,,,,7,3,,57,4672,,,2.4,6.4,8.2,9.1,9.5
133,대전,2023-03-14 0:00,2.7,,1.3,230,48,3.6,-7.2,1012.5,1021,,,,,6,6,Ac,40,4448,,,1.9,6,7.9,8.8,9.4
133,대전,2023-03-14 1:00,2.4,,1.4,180,50,3.6,-6.9,1012.4,1020.9,,,,,2,2,,57,4547,,,1.9,5.6,7.6,8.6,9.2
133,대전,2023-03-14 2:00,2.7,,2.2,180,50,3.7,-6.7,1012.7,1021.2,,,,,9,9,,56,4533,,,2,5.4,7.4,8.3,9.1
133,대전,2023-03-14 3:00,2.2,,0.4,0,50,3.6,-7.1,1012.4,1020.9,,,,,7,7,Ac,40,4650,,,1,5,7.1,8.1,8.9
133,대전,2023-03-14 4:00,1.8,,0.4,0,54,3.8,-6.5,1012.1,1020.6,,,,,8,8,Ac,40,4517,,,1.7,4.8,6.9,7.9,8.7
133,대전,2023-03-14 5:00,1.2,,0,0,56,3.7,-6.6,1012.1,1020.6,,,,,7,6,AcCi,40,4808,,,1.1,4.6,6.7,7.7,8.6
133,대전,2023-03-14 6:00,0.9,,0,0,51,3.3,-8.1,1012.1,1020.7,,,,,0,0,,,4773,,,0.6,4,6.5,7.5,8.4
133,대전,2023-03-14 7:00,0,,0.8,110,61,3.7,-6.6,1012.2,1020.8,0,0,,,0,0,,,4109,,,0.3,3.4,6.2,7.3,8.2
133,대전,2023-03-14 8:00,2.2,,0,0,57,4.1,-5.4,1012.4,1020.9,0.8,0.36,,,0,0,,,3869,,,0.6,3.9,6.1,7.2,8.2
133,대전,2023-03-14 9:00,6,,0.3,0,37,3.5,-7.6,1012.4,1020.8,1,1.11,,,0,0,,,3986,,,6,5.3,6.1,7.2,8.1
133,대전,2023-03-14 10:00,8.6,,0.9,160,25,2.8,-10.3,1011.7,1020,1,1.48,,,5,5,Ac,49,4364,,,10.1,6.7,6.3,7.1,8
133,대전,2023-03-14 11:00,13.3,,1.4,180,16,2.4,-12,1011.1,1019.2,1,2.6,,,1,1,Ac,50,5000,,,17.6,9.2,6.8,7.2,8
133,대전,2023-03-14 12:00,15,,2.5,230,11,1.9,-15.3,1010.5,1018.6,1,2.9,,,2,2,Ac,47,5000,,,21.4,11.6,7.4,7.6,8
